timestamp,temperature,humidity,pressure,gas,altitude,gps_lat,gps_lon,gps_alt,gps_fix,tof_distance,hr,hr_valid,spo2,spo2_valid,accel_x,accel_y,accel_z,accel_temp
2025-12-14 10:17:56,12.52,65.56,1020.05,31.74,-108.59,0.0,0.0,0.0,0,16.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:18:07,12.57,65.6,1020.08,31.71,-108.75,0.0,0.0,0.0,0,15.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:18:18,12.62,65.46,1020.08,31.83,-108.92,0.0,0.0,0.0,0,15.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:18:29,12.67,65.31,1020.1,31.93,-108.92,0.0,0.0,0.0,0,16.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:18:40,12.7,65.13,1020.08,32.31,-108.67,0.0,0.0,0.0,0,15.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:18:51,12.7,65.15,1020.07,32.31,-108.67,0.0,0.0,0.0,0,16.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:19:02,12.69,65.23,1020.07,32.14,-108.67,0.0,0.0,0.0,0,15.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:19:13,12.69,65.19,1020.07,32.34,-108.59,0.0,0.0,0.0,0,16.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:19:23,12.69,65.2,1020.06,32.24,-108.67,0.0,0.0,0.0,0,14.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:19:34,12.69,65.21,1020.07,32.41,-108.67,0.0,0.0,0.0,0,16.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:19:45,12.69,65.28,1020.07,32.46,-108.75,0.0,0.0,0.0,0,14.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:19:56,12.68,65.48,1020.08,32.41,-108.83,0.0,0.0,0.0,0,17.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:20:07,12.68,65.47,1020.08,32.19,-108.83,0.0,0.0,0.0,0,14.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:20:18,12.67,65.5,1020.09,32.27,-108.83,0.0,0.0,0.0,0,17.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:20:29,12.67,65.51,1020.09,32.19,-108.83,0.0,0.0,0.0,0,15.0,0,0,0,0,0.0,0.0,0.0,0.0
2025-12-14 10:20:40,12.66,65.47,1020.08,32.46,-108.75,0.0,0.0,0.0,0,17.0,0,0,0,0,0.0,0.0,0.0,0.0
